crop_id,species
89077326104e92711f94532f83dcd960_c01854,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01855,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01856,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01857,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01858,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01859,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01860,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01861,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01862,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01863,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01864,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01865,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01866,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01867,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01868,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01869,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01870,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01871,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01872,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01873,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01874,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01875,Dark-Eyed Junco
89077326104e92711f94532f83dcd960_c01876,Dark-Eyed Junco
8b9517c8ab3e25cc79d4162b1918df50_c01877,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01878,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01879,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01880,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01881,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01882,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01883,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01884,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01885,Black-Capped Chickadee
8b9517c8ab3e25cc79d4162b1918df50_c01886,Black-Capped Chickadee
8d6e3ab4cef66810101dbd2e8dd05bc9_c01887,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01888,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01889,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01890,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01891,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01892,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01893,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01894,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01895,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01896,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01897,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01898,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01899,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01900,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01901,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01902,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01903,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01904,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01905,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01906,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01907,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01908,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01909,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01910,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01911,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01912,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01913,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01914,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01915,Dark-Eyed Junco
8d795e865c53d389d186e0e8047f23d3_c01916,Dark-Eyed Junco
8fa75926b350bbe42909b40842496c6a_c01917,Dark-Eyed Junco
8fa75926b350bbe42909b40842496c6a_c01918,Black-Capped Chickadee
8fa75926b350bbe42909b40842496c6a_c01919,Black-Capped Chickadee
8fa75926b350bbe42909b40842496c6a_c01920,Black-Capped Chickadee
8fa75926b350bbe42909b40842496c6a_c01921,Black-Capped Chickadee
8fa75926b350bbe42909b40842496c6a_c01922,Black-Capped Chickadee
8fa75926b350bbe42909b40842496c6a_c01923,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01924,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01925,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01926,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01927,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01928,Black-Capped Chickadee
918a18cb6689801ea72079b7830ca4c5_c01929,Black-Capped Chickadee
94242807fab7626078f46509539a7518_c01930,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01931,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01932,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01933,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01934,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01935,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01936,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01937,Dark-Eyed Junco
94242807fab7626078f46509539a7518_c01938,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01939,Black-Capped Chickadee
94ac324fd8a581e088a6dc29d4c57719_c01940,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01941,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01942,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01943,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01944,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01945,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01946,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01947,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01948,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01949,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01950,Dark-Eyed Junco
94ac324fd8a581e088a6dc29d4c57719_c01951,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01952,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01953,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01954,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01955,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01956,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01957,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01958,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01959,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01960,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01961,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01962,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01963,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01964,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01965,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01966,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01967,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01968,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01969,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01970,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01971,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01972,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01973,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01974,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01975,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01976,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01977,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01978,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01979,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01980,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01981,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01982,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01983,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01984,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01985,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01986,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01987,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01988,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01989,Dark-Eyed Junco
9550592ce6d531f73fdb162314d28a78_c01990,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01991,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01992,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01993,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01994,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01995,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01996,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01997,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01998,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c01999,Dark-Eyed Junco
95a64ff6928dab0722db5fbcd1e4d4d3_c02000,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02001,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02002,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02003,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02004,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02005,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02006,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02007,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02008,Dark-Eyed Junco
95ce12f5191cd5f5597d402040f2cc09_c02009,Dark-Eyed Junco
96b8d75b013a43f3ebdd80c4dd1fcaa4_c02010,Black-Capped Chickadee
96b8d75b013a43f3ebdd80c4dd1fcaa4_c02011,Black-Capped Chickadee
96b8d75b013a43f3ebdd80c4dd1fcaa4_c02012,Black-Capped Chickadee
96b8d75b013a43f3ebdd80c4dd1fcaa4_c02013,Black-Capped Chickadee
96b8d75b013a43f3ebdd80c4dd1fcaa4_c02014,Black-Capped Chickadee
9732c71da18dc722ce04ef289e1b286f_c02015,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02016,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02017,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02018,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02019,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02020,Black-Capped Chickadee
9741b588d8eb2eff8218318a7318d3c6_c02021,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02022,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02023,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02024,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02025,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02026,Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02027,Black-Capped Chickadee
98aab355e856ea0bbc811e2888c46c4b_c02028,Black-Capped Chickadee
994f0ba3cb0b399c70f3e555c9c82853_c02029,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02030,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02031,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02032,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02033,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02034,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02035,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02036,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02037,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02038,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02039,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02040,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02041,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02042,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02043,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02044,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02045,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02046,Dark-Eyed Junco
994f0ba3cb0b399c70f3e555c9c82853_c02047,Dark-Eyed Junco
9a2b80e718843b54852b619c5ed24566_c02048,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02049,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02050,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02051,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02052,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02053,Black-Capped Chickadee
9a2b80e718843b54852b619c5ed24566_c02054,Black-Capped Chickadee
9ae401acf2d288be5cb226cb501cea0f_c02055,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02056,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02057,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02058,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02059,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02060,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02061,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02062,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02063,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02064,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02065,Dark-Eyed Junco
9ae401acf2d288be5cb226cb501cea0f_c02066,Dark-Eyed Junco
9decbbfa6f27a6d1e0c540235c64c2c3_c02067,Dark-Eyed Junco
9f41e02d4b3f548be91aad6ad6f831af_c02068,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02069,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02070,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02071,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02072,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02073,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02074,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02075,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02076,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02077,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02078,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02079,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02080,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02081,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02082,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02083,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02084,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02085,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02086,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02087,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02088,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02089,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02090,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02091,House Finch
9f41e02d4b3f548be91aad6ad6f831af_c02092,House Finch
9f5452432d7fa90508aeab9e218f8858_c02093,Dark-Eyed Junco
9f5452432d7fa90508aeab9e218f8858_c02094,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02095,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02096,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02097,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02098,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02099,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02100,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02101,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02102,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02103,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02104,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02105,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02106,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02107,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02108,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02109,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02110,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02111,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02112,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02113,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02114,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02115,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02116,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02117,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02118,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02119,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02120,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02121,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02122,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02123,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02124,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02125,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02126,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02127,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02128,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02129,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02130,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02131,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02132,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02133,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02134,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02135,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02136,Dark-Eyed Junco
9f5c1ef28a688f203397cb64950d1f1e_c02137,Dark-Eyed Junco
9f604d90be29d81d7ade4d74b56caa3e_c02138,Black-Capped Chickadee
9f604d90be29d81d7ade4d74b56caa3e_c02139,Black-Capped Chickadee
9f604d90be29d81d7ade4d74b56caa3e_c02140,Black-Capped Chickadee
9f604d90be29d81d7ade4d74b56caa3e_c02141,Black-Capped Chickadee
9f604d90be29d81d7ade4d74b56caa3e_c02142,Black-Capped Chickadee
9f604d90be29d81d7ade4d74b56caa3e_c02143,Chickadee
9fc0d4e54a9d77400f22d61557417c93_c02144,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02145,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02146,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02147,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02148,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02149,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02150,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02151,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02152,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02153,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02154,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02155,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02156,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02157,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02158,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02159,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02160,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02161,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02162,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02163,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02164,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02165,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02166,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02167,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02168,Dark-Eyed Junco
9fc0d4e54a9d77400f22d61557417c93_c02169,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02170,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02171,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02172,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02173,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02174,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02175,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02176,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02177,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02178,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02179,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02180,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02181,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02182,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02183,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02184,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02185,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02186,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02187,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02188,Dark-Eyed Junco
a085b46b1bbe9272991af83618edff09_c02189,Dark-Eyed Junco
a3d662f7374314b9a33b27fc502b2dd6_c02190,Black-Capped Chickadee
a42573d02540b896448d891aa732134d_c02191,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02192,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02193,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02194,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02195,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02196,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02197,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02198,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02199,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02200,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02201,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02202,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02203,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02204,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02205,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02206,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02207,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02208,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02209,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02210,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02211,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02212,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02213,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02214,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02215,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02216,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02217,Dark-Eyed Junco
a42573d02540b896448d891aa732134d_c02218,Dark-Eyed Junco
a5b50e28ae82df3d69b0e20d51d74eaa_c02219,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02220,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02221,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02222,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02223,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02224,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02225,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02226,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02227,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02228,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02229,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02230,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02231,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02232,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02233,Black-Capped Chickadee
a5b50e28ae82df3d69b0e20d51d74eaa_c02234,Black-Capped Chickadee
