session_id,video_id,crop_ids,species
session_00298,858ac9d07cf25ebb666d74f5cce6aee6,"858ac9d07cf25ebb666d74f5cce6aee6_c01816,858ac9d07cf25ebb666d74f5cce6aee6_c01837",Dark-Eyed Junco
session_00299,86b71847549af02ccd55431ed0f2a2fe,"86b71847549af02ccd55431ed0f2a2fe_c01839,86b71847549af02ccd55431ed0f2a2fe_c01840,86b71847549af02ccd55431ed0f2a2fe_c01841,86b71847549af02ccd55431ed0f2a2fe_c01842,86b71847549af02ccd55431ed0f2a2fe_c01843,86b71847549af02ccd55431ed0f2a2fe_c01844",Black-Capped Chickadee
session_00300,87aefedb7b965fe36d77a6ef2636324a,"87aefedb7b965fe36d77a6ef2636324a_c01847,87aefedb7b965fe36d77a6ef2636324a_c01848,87aefedb7b965fe36d77a6ef2636324a_c01849,87aefedb7b965fe36d77a6ef2636324a_c01850",Black-Capped Chickadee
session_00301,87aefedb7b965fe36d77a6ef2636324a,87aefedb7b965fe36d77a6ef2636324a_c01851,Dark-Eyed Junco
session_00302,87aefedb7b965fe36d77a6ef2636324a,"87aefedb7b965fe36d77a6ef2636324a_c01845,87aefedb7b965fe36d77a6ef2636324a_c01846",Black-Capped Chickadee
session_00303,87c4dd03bf60ae5eb3599fca4727b731,87c4dd03bf60ae5eb3599fca4727b731_c01852,Black-Capped Chickadee
session_00304,88d7874204f16bbf4ab88a6c607b366f,88d7874204f16bbf4ab88a6c607b366f_c01853,Black-Capped Chickadee
session_00305,89077326104e92711f94532f83dcd960,"89077326104e92711f94532f83dcd960_c01854,89077326104e92711f94532f83dcd960_c01855,89077326104e92711f94532f83dcd960_c01857,89077326104e92711f94532f83dcd960_c01858,89077326104e92711f94532f83dcd960_c01860,89077326104e92711f94532f83dcd960_c01861,89077326104e92711f94532f83dcd960_c01862,89077326104e92711f94532f83dcd960_c01864,89077326104e92711f94532f83dcd960_c01865,89077326104e92711f94532f83dcd960_c01866,89077326104e92711f94532f83dcd960_c01867,89077326104e92711f94532f83dcd960_c01869,89077326104e92711f94532f83dcd960_c01870,89077326104e92711f94532f83dcd960_c01872,89077326104e92711f94532f83dcd960_c01873,89077326104e92711f94532f83dcd960_c01874,89077326104e92711f94532f83dcd960_c01875,89077326104e92711f94532f83dcd960_c01876",Dark-Eyed Junco
session_00306,89077326104e92711f94532f83dcd960,"89077326104e92711f94532f83dcd960_c01856,89077326104e92711f94532f83dcd960_c01868,89077326104e92711f94532f83dcd960_c01871",Dark-Eyed Junco
session_00307,89077326104e92711f94532f83dcd960,"89077326104e92711f94532f83dcd960_c01859,89077326104e92711f94532f83dcd960_c01863",Dark-Eyed Junco
session_00308,8b9517c8ab3e25cc79d4162b1918df50,"8b9517c8ab3e25cc79d4162b1918df50_c01883,8b9517c8ab3e25cc79d4162b1918df50_c01884,8b9517c8ab3e25cc79d4162b1918df50_c01885,8b9517c8ab3e25cc79d4162b1918df50_c01886",Black-Capped Chickadee
session_00309,8b9517c8ab3e25cc79d4162b1918df50,"8b9517c8ab3e25cc79d4162b1918df50_c01877,8b9517c8ab3e25cc79d4162b1918df50_c01878,8b9517c8ab3e25cc79d4162b1918df50_c01879,8b9517c8ab3e25cc79d4162b1918df50_c01880,8b9517c8ab3e25cc79d4162b1918df50_c01881,8b9517c8ab3e25cc79d4162b1918df50_c01882",Black-Capped Chickadee
session_00310,8d6e3ab4cef66810101dbd2e8dd05bc9,8d6e3ab4cef66810101dbd2e8dd05bc9_c01887,Dark-Eyed Junco
session_00311,8d795e865c53d389d186e0e8047f23d3,"8d795e865c53d389d186e0e8047f23d3_c01888,8d795e865c53d389d186e0e8047f23d3_c01889,8d795e865c53d389d186e0e8047f23d3_c01890,8d795e865c53d389d186e0e8047f23d3_c01891,8d795e865c53d389d186e0e8047f23d3_c01892,8d795e865c53d389d186e0e8047f23d3_c01893,8d795e865c53d389d186e0e8047f23d3_c01895,8d795e865c53d389d186e0e8047f23d3_c01896,8d795e865c53d389d186e0e8047f23d3_c01897,8d795e865c53d389d186e0e8047f23d3_c01898,8d795e865c53d389d186e0e8047f23d3_c01899,8d795e865c53d389d186e0e8047f23d3_c01900,8d795e865c53d389d186e0e8047f23d3_c01901,8d795e865c53d389d186e0e8047f23d3_c01902,8d795e865c53d389d186e0e8047f23d3_c01903,8d795e865c53d389d186e0e8047f23d3_c01904,8d795e865c53d389d186e0e8047f23d3_c01905,8d795e865c53d389d186e0e8047f23d3_c01906,8d795e865c53d389d186e0e8047f23d3_c01907,8d795e865c53d389d186e0e8047f23d3_c01908,8d795e865c53d389d186e0e8047f23d3_c01909,8d795e865c53d389d186e0e8047f23d3_c01910,8d795e865c53d389d186e0e8047f23d3_c01911,8d795e865c53d389d186e0e8047f23d3_c01912,8d795e865c53d389d186e0e8047f23d3_c01913,8d795e865c53d389d186e0e8047f23d3_c01914",Dark-Eyed Junco
session_00312,8d795e865c53d389d186e0e8047f23d3,"8d795e865c53d389d186e0e8047f23d3_c01894,8d795e865c53d389d186e0e8047f23d3_c01915,8d795e865c53d389d186e0e8047f23d3_c01916",Dark-Eyed Junco
session_00313,8fa75926b350bbe42909b40842496c6a,"8fa75926b350bbe42909b40842496c6a_c01918,8fa75926b350bbe42909b40842496c6a_c01919,8fa75926b350bbe42909b40842496c6a_c01920,8fa75926b350bbe42909b40842496c6a_c01921,8fa75926b350bbe42909b40842496c6a_c01922,8fa75926b350bbe42909b40842496c6a_c01923",Black-Capped Chickadee
session_00314,8fa75926b350bbe42909b40842496c6a,8fa75926b350bbe42909b40842496c6a_c01917,Dark-Eyed Junco
session_00315,918a18cb6689801ea72079b7830ca4c5,"918a18cb6689801ea72079b7830ca4c5_c01927,918a18cb6689801ea72079b7830ca4c5_c01928",Black-Capped Chickadee
session_00316,918a18cb6689801ea72079b7830ca4c5,918a18cb6689801ea72079b7830ca4c5_c01929,Black-Capped Chickadee
session_00317,918a18cb6689801ea72079b7830ca4c5,"918a18cb6689801ea72079b7830ca4c5_c01924,918a18cb6689801ea72079b7830ca4c5_c01925,918a18cb6689801ea72079b7830ca4c5_c01926",Black-Capped Chickadee
session_00318,94242807fab7626078f46509539a7518,"94242807fab7626078f46509539a7518_c01930,94242807fab7626078f46509539a7518_c01931,94242807fab7626078f46509539a7518_c01933,94242807fab7626078f46509539a7518_c01934,94242807fab7626078f46509539a7518_c01935",Dark-Eyed Junco
session_00319,94242807fab7626078f46509539a7518,"94242807fab7626078f46509539a7518_c01932,94242807fab7626078f46509539a7518_c01936",Dark-Eyed Junco
session_00320,94242807fab7626078f46509539a7518,94242807fab7626078f46509539a7518_c01937,Dark-Eyed Junco
session_00321,94242807fab7626078f46509539a7518,94242807fab7626078f46509539a7518_c01938,Dark-Eyed Junco
session_00322,94ac324fd8a581e088a6dc29d4c57719,"94ac324fd8a581e088a6dc29d4c57719_c01942,94ac324fd8a581e088a6dc29d4c57719_c01946",Dark-Eyed Junco
session_00323,94ac324fd8a581e088a6dc29d4c57719,"94ac324fd8a581e088a6dc29d4c57719_c01949,94ac324fd8a581e088a6dc29d4c57719_c01950",Dark-Eyed Junco
session_00324,94ac324fd8a581e088a6dc29d4c57719,"94ac324fd8a581e088a6dc29d4c57719_c01940,94ac324fd8a581e088a6dc29d4c57719_c01943,94ac324fd8a581e088a6dc29d4c57719_c01944,94ac324fd8a581e088a6dc29d4c57719_c01945,94ac324fd8a581e088a6dc29d4c57719_c01947,94ac324fd8a581e088a6dc29d4c57719_c01948,94ac324fd8a581e088a6dc29d4c57719_c01951",Dark-Eyed Junco
session_00325,94ac324fd8a581e088a6dc29d4c57719,94ac324fd8a581e088a6dc29d4c57719_c01939,Black-Capped Chickadee
session_00326,94ac324fd8a581e088a6dc29d4c57719,94ac324fd8a581e088a6dc29d4c57719_c01941,Dark-Eyed Junco
session_00327,9550592ce6d531f73fdb162314d28a78,"9550592ce6d531f73fdb162314d28a78_c01952,9550592ce6d531f73fdb162314d28a78_c01954,9550592ce6d531f73fdb162314d28a78_c01956,9550592ce6d531f73fdb162314d28a78_c01957,9550592ce6d531f73fdb162314d28a78_c01958,9550592ce6d531f73fdb162314d28a78_c01959,9550592ce6d531f73fdb162314d28a78_c01960,9550592ce6d531f73fdb162314d28a78_c01968,9550592ce6d531f73fdb162314d28a78_c01969,9550592ce6d531f73fdb162314d28a78_c01970,9550592ce6d531f73fdb162314d28a78_c01972,9550592ce6d531f73fdb162314d28a78_c01973,9550592ce6d531f73fdb162314d28a78_c01974,9550592ce6d531f73fdb162314d28a78_c01975,9550592ce6d531f73fdb162314d28a78_c01976,9550592ce6d531f73fdb162314d28a78_c01977,9550592ce6d531f73fdb162314d28a78_c01979,9550592ce6d531f73fdb162314d28a78_c01980",Dark-Eyed Junco
session_00328,9550592ce6d531f73fdb162314d28a78,"9550592ce6d531f73fdb162314d28a78_c01961,9550592ce6d531f73fdb162314d28a78_c01962,9550592ce6d531f73fdb162314d28a78_c01963,9550592ce6d531f73fdb162314d28a78_c01964,9550592ce6d531f73fdb162314d28a78_c01965,9550592ce6d531f73fdb162314d28a78_c01966,9550592ce6d531f73fdb162314d28a78_c01967,9550592ce6d531f73fdb162314d28a78_c01981,9550592ce6d531f73fdb162314d28a78_c01982,9550592ce6d531f73fdb162314d28a78_c01983,9550592ce6d531f73fdb162314d28a78_c01984,9550592ce6d531f73fdb162314d28a78_c01985,9550592ce6d531f73fdb162314d28a78_c01986,9550592ce6d531f73fdb162314d28a78_c01987,9550592ce6d531f73fdb162314d28a78_c01988,9550592ce6d531f73fdb162314d28a78_c01989,9550592ce6d531f73fdb162314d28a78_c01990",Dark-Eyed Junco
session_00329,9550592ce6d531f73fdb162314d28a78,"9550592ce6d531f73fdb162314d28a78_c01953,9550592ce6d531f73fdb162314d28a78_c01955,9550592ce6d531f73fdb162314d28a78_c01978",Dark-Eyed Junco
session_00330,9550592ce6d531f73fdb162314d28a78,9550592ce6d531f73fdb162314d28a78_c01971,Dark-Eyed Junco
session_00331,95a64ff6928dab0722db5fbcd1e4d4d3,"95a64ff6928dab0722db5fbcd1e4d4d3_c01991,95a64ff6928dab0722db5fbcd1e4d4d3_c01992,95a64ff6928dab0722db5fbcd1e4d4d3_c01993,95a64ff6928dab0722db5fbcd1e4d4d3_c01994,95a64ff6928dab0722db5fbcd1e4d4d3_c01995,95a64ff6928dab0722db5fbcd1e4d4d3_c01996,95a64ff6928dab0722db5fbcd1e4d4d3_c01997,95a64ff6928dab0722db5fbcd1e4d4d3_c01998,95a64ff6928dab0722db5fbcd1e4d4d3_c01999,95a64ff6928dab0722db5fbcd1e4d4d3_c02000",Dark-Eyed Junco
session_00332,95ce12f5191cd5f5597d402040f2cc09,"95ce12f5191cd5f5597d402040f2cc09_c02001,95ce12f5191cd5f5597d402040f2cc09_c02002,95ce12f5191cd5f5597d402040f2cc09_c02004,95ce12f5191cd5f5597d402040f2cc09_c02005,95ce12f5191cd5f5597d402040f2cc09_c02007,95ce12f5191cd5f5597d402040f2cc09_c02008,95ce12f5191cd5f5597d402040f2cc09_c02009",Dark-Eyed Junco
session_00333,95ce12f5191cd5f5597d402040f2cc09,"95ce12f5191cd5f5597d402040f2cc09_c02003,95ce12f5191cd5f5597d402040f2cc09_c02006",Dark-Eyed Junco
session_00334,96b8d75b013a43f3ebdd80c4dd1fcaa4,"96b8d75b013a43f3ebdd80c4dd1fcaa4_c02010,96b8d75b013a43f3ebdd80c4dd1fcaa4_c02011,96b8d75b013a43f3ebdd80c4dd1fcaa4_c02012",Black-Capped Chickadee
session_00335,96b8d75b013a43f3ebdd80c4dd1fcaa4,"96b8d75b013a43f3ebdd80c4dd1fcaa4_c02013,96b8d75b013a43f3ebdd80c4dd1fcaa4_c02014",Black-Capped Chickadee
session_00336,9732c71da18dc722ce04ef289e1b286f,9732c71da18dc722ce04ef289e1b286f_c02015,Black-Capped Chickadee
session_00337,9741b588d8eb2eff8218318a7318d3c6,"9741b588d8eb2eff8218318a7318d3c6_c02016,9741b588d8eb2eff8218318a7318d3c6_c02017",Black-Capped Chickadee
session_00338,9741b588d8eb2eff8218318a7318d3c6,"9741b588d8eb2eff8218318a7318d3c6_c02019,9741b588d8eb2eff8218318a7318d3c6_c02020,9741b588d8eb2eff8218318a7318d3c6_c02021",Black-Capped Chickadee
session_00339,9741b588d8eb2eff8218318a7318d3c6,9741b588d8eb2eff8218318a7318d3c6_c02018,Black-Capped Chickadee
session_00340,98aab355e856ea0bbc811e2888c46c4b,"98aab355e856ea0bbc811e2888c46c4b_c02022,98aab355e856ea0bbc811e2888c46c4b_c02023,98aab355e856ea0bbc811e2888c46c4b_c02024,98aab355e856ea0bbc811e2888c46c4b_c02025,98aab355e856ea0bbc811e2888c46c4b_c02026,98aab355e856ea0bbc811e2888c46c4b_c02027",Black-Capped Chickadee
session_00341,98aab355e856ea0bbc811e2888c46c4b,98aab355e856ea0bbc811e2888c46c4b_c02028,Black-Capped Chickadee
session_00342,994f0ba3cb0b399c70f3e555c9c82853,"994f0ba3cb0b399c70f3e555c9c82853_c02029,994f0ba3cb0b399c70f3e555c9c82853_c02030,994f0ba3cb0b399c70f3e555c9c82853_c02031,994f0ba3cb0b399c70f3e555c9c82853_c02032,994f0ba3cb0b399c70f3e555c9c82853_c02033,994f0ba3cb0b399c70f3e555c9c82853_c02034,994f0ba3cb0b399c70f3e555c9c82853_c02035,994f0ba3cb0b399c70f3e555c9c82853_c02036,994f0ba3cb0b399c70f3e555c9c82853_c02037,994f0ba3cb0b399c70f3e555c9c82853_c02038,994f0ba3cb0b399c70f3e555c9c82853_c02039,994f0ba3cb0b399c70f3e555c9c82853_c02042,994f0ba3cb0b399c70f3e555c9c82853_c02043,994f0ba3cb0b399c70f3e555c9c82853_c02044,994f0ba3cb0b399c70f3e555c9c82853_c02045,994f0ba3cb0b399c70f3e555c9c82853_c02046,994f0ba3cb0b399c70f3e555c9c82853_c02047",Dark-Eyed Junco
session_00343,994f0ba3cb0b399c70f3e555c9c82853,994f0ba3cb0b399c70f3e555c9c82853_c02040,Dark-Eyed Junco
session_00344,994f0ba3cb0b399c70f3e555c9c82853,994f0ba3cb0b399c70f3e555c9c82853_c02041,Dark-Eyed Junco
session_00345,9a2b80e718843b54852b619c5ed24566,"9a2b80e718843b54852b619c5ed24566_c02048,9a2b80e718843b54852b619c5ed24566_c02049,9a2b80e718843b54852b619c5ed24566_c02050,9a2b80e718843b54852b619c5ed24566_c02051,9a2b80e718843b54852b619c5ed24566_c02052,9a2b80e718843b54852b619c5ed24566_c02053,9a2b80e718843b54852b619c5ed24566_c02054",Black-Capped Chickadee
session_00346,9ae401acf2d288be5cb226cb501cea0f,"9ae401acf2d288be5cb226cb501cea0f_c02056,9ae401acf2d288be5cb226cb501cea0f_c02057,9ae401acf2d288be5cb226cb501cea0f_c02058,9ae401acf2d288be5cb226cb501cea0f_c02059,9ae401acf2d288be5cb226cb501cea0f_c02060,9ae401acf2d288be5cb226cb501cea0f_c02061,9ae401acf2d288be5cb226cb501cea0f_c02062,9ae401acf2d288be5cb226cb501cea0f_c02063,9ae401acf2d288be5cb226cb501cea0f_c02064,9ae401acf2d288be5cb226cb501cea0f_c02065,9ae401acf2d288be5cb226cb501cea0f_c02066",Dark-Eyed Junco
session_00347,9ae401acf2d288be5cb226cb501cea0f,9ae401acf2d288be5cb226cb501cea0f_c02055,Dark-Eyed Junco
session_00348,9decbbfa6f27a6d1e0c540235c64c2c3,9decbbfa6f27a6d1e0c540235c64c2c3_c02067,Dark-Eyed Junco
session_00349,9f41e02d4b3f548be91aad6ad6f831af,"9f41e02d4b3f548be91aad6ad6f831af_c02070,9f41e02d4b3f548be91aad6ad6f831af_c02073,9f41e02d4b3f548be91aad6ad6f831af_c02074,9f41e02d4b3f548be91aad6ad6f831af_c02075,9f41e02d4b3f548be91aad6ad6f831af_c02076,9f41e02d4b3f548be91aad6ad6f831af_c02077,9f41e02d4b3f548be91aad6ad6f831af_c02078,9f41e02d4b3f548be91aad6ad6f831af_c02090,9f41e02d4b3f548be91aad6ad6f831af_c02091,9f41e02d4b3f548be91aad6ad6f831af_c02092",House Finch
session_00350,9f41e02d4b3f548be91aad6ad6f831af,"9f41e02d4b3f548be91aad6ad6f831af_c02068,9f41e02d4b3f548be91aad6ad6f831af_c02072",House Finch
session_00351,9f41e02d4b3f548be91aad6ad6f831af,9f41e02d4b3f548be91aad6ad6f831af_c02069,House Finch
session_00352,9f41e02d4b3f548be91aad6ad6f831af,"9f41e02d4b3f548be91aad6ad6f831af_c02071,9f41e02d4b3f548be91aad6ad6f831af_c02079,9f41e02d4b3f548be91aad6ad6f831af_c02080,9f41e02d4b3f548be91aad6ad6f831af_c02081,9f41e02d4b3f548be91aad6ad6f831af_c02082,9f41e02d4b3f548be91aad6ad6f831af_c02083,9f41e02d4b3f548be91aad6ad6f831af_c02084,9f41e02d4b3f548be91aad6ad6f831af_c02085,9f41e02d4b3f548be91aad6ad6f831af_c02086,9f41e02d4b3f548be91aad6ad6f831af_c02087,9f41e02d4b3f548be91aad6ad6f831af_c02088,9f41e02d4b3f548be91aad6ad6f831af_c02089",House Finch
session_00353,9f5452432d7fa90508aeab9e218f8858,9f5452432d7fa90508aeab9e218f8858_c02094,Dark-Eyed Junco
session_00354,9f5452432d7fa90508aeab9e218f8858,9f5452432d7fa90508aeab9e218f8858_c02093,Dark-Eyed Junco
session_00355,9f5c1ef28a688f203397cb64950d1f1e,"9f5c1ef28a688f203397cb64950d1f1e_c02111,9f5c1ef28a688f203397cb64950d1f1e_c02120,9f5c1ef28a688f203397cb64950d1f1e_c02125,9f5c1ef28a688f203397cb64950d1f1e_c02135",Dark-Eyed Junco
session_00356,9f5c1ef28a688f203397cb64950d1f1e,9f5c1ef28a688f203397cb64950d1f1e_c02101,Dark-Eyed Junco
session_00357,9f5c1ef28a688f203397cb64950d1f1e,"9f5c1ef28a688f203397cb64950d1f1e_c02095,9f5c1ef28a688f203397cb64950d1f1e_c02096,9f5c1ef28a688f203397cb64950d1f1e_c02097,9f5c1ef28a688f203397cb64950d1f1e_c02098,9f5c1ef28a688f203397cb64950d1f1e_c02099,9f5c1ef28a688f203397cb64950d1f1e_c02100,9f5c1ef28a688f203397cb64950d1f1e_c02102,9f5c1ef28a688f203397cb64950d1f1e_c02103,9f5c1ef28a688f203397cb64950d1f1e_c02104,9f5c1ef28a688f203397cb64950d1f1e_c02105,9f5c1ef28a688f203397cb64950d1f1e_c02106,9f5c1ef28a688f203397cb64950d1f1e_c02107,9f5c1ef28a688f203397cb64950d1f1e_c02108,9f5c1ef28a688f203397cb64950d1f1e_c02109,9f5c1ef28a688f203397cb64950d1f1e_c02110,9f5c1ef28a688f203397cb64950d1f1e_c02112,9f5c1ef28a688f203397cb64950d1f1e_c02113,9f5c1ef28a688f203397cb64950d1f1e_c02114,9f5c1ef28a688f203397cb64950d1f1e_c02115,9f5c1ef28a688f203397cb64950d1f1e_c02116,9f5c1ef28a688f203397cb64950d1f1e_c02117,9f5c1ef28a688f203397cb64950d1f1e_c02118,9f5c1ef28a688f203397cb64950d1f1e_c02119,9f5c1ef28a688f203397cb64950d1f1e_c02121,9f5c1ef28a688f203397cb64950d1f1e_c02122,9f5c1ef28a688f203397cb64950d1f1e_c02123,9f5c1ef28a688f203397cb64950d1f1e_c02124,9f5c1ef28a688f203397cb64950d1f1e_c02126,9f5c1ef28a688f203397cb64950d1f1e_c02127,9f5c1ef28a688f203397cb64950d1f1e_c02128,9f5c1ef28a688f203397cb64950d1f1e_c02129,9f5c1ef28a688f203397cb64950d1f1e_c02130,9f5c1ef28a688f203397cb64950d1f1e_c02131,9f5c1ef28a688f203397cb64950d1f1e_c02132,9f5c1ef28a688f203397cb64950d1f1e_c02133,9f5c1ef28a688f203397cb64950d1f1e_c02134,9f5c1ef28a688f203397cb64950d1f1e_c02136,9f5c1ef28a688f203397cb64950d1f1e_c02137",Dark-Eyed Junco
session_00358,9f604d90be29d81d7ade4d74b56caa3e,"9f604d90be29d81d7ade4d74b56caa3e_c02138,9f604d90be29d81d7ade4d74b56caa3e_c02139,9f604d90be29d81d7ade4d74b56caa3e_c02140",Black-Capped Chickadee
session_00359,9f604d90be29d81d7ade4d74b56caa3e,"9f604d90be29d81d7ade4d74b56caa3e_c02141,9f604d90be29d81d7ade4d74b56caa3e_c02142,9f604d90be29d81d7ade4d74b56caa3e_c02143",Black-Capped Chickadee
session_00360,9fc0d4e54a9d77400f22d61557417c93,"9fc0d4e54a9d77400f22d61557417c93_c02152,9fc0d4e54a9d77400f22d61557417c93_c02153,9fc0d4e54a9d77400f22d61557417c93_c02154,9fc0d4e54a9d77400f22d61557417c93_c02155,9fc0d4e54a9d77400f22d61557417c93_c02156,9fc0d4e54a9d77400f22d61557417c93_c02157,9fc0d4e54a9d77400f22d61557417c93_c02158,9fc0d4e54a9d77400f22d61557417c93_c02159,9fc0d4e54a9d77400f22d61557417c93_c02160",Dark-Eyed Junco
session_00361,9fc0d4e54a9d77400f22d61557417c93,"9fc0d4e54a9d77400f22d61557417c93_c02144,9fc0d4e54a9d77400f22d61557417c93_c02145,9fc0d4e54a9d77400f22d61557417c93_c02146,9fc0d4e54a9d77400f22d61557417c93_c02148,9fc0d4e54a9d77400f22d61557417c93_c02149,9fc0d4e54a9d77400f22d61557417c93_c02151,9fc0d4e54a9d77400f22d61557417c93_c02161,9fc0d4e54a9d77400f22d61557417c93_c02164,9fc0d4e54a9d77400f22d61557417c93_c02165,9fc0d4e54a9d77400f22d61557417c93_c02166,9fc0d4e54a9d77400f22d61557417c93_c02167,9fc0d4e54a9d77400f22d61557417c93_c02168",Dark-Eyed Junco
session_00362,9fc0d4e54a9d77400f22d61557417c93,"9fc0d4e54a9d77400f22d61557417c93_c02150,9fc0d4e54a9d77400f22d61557417c93_c02162,9fc0d4e54a9d77400f22d61557417c93_c02163,9fc0d4e54a9d77400f22d61557417c93_c02169",Dark-Eyed Junco
session_00363,9fc0d4e54a9d77400f22d61557417c93,9fc0d4e54a9d77400f22d61557417c93_c02147,Dark-Eyed Junco
session_00364,a085b46b1bbe9272991af83618edff09,"a085b46b1bbe9272991af83618edff09_c02172,a085b46b1bbe9272991af83618edff09_c02173,a085b46b1bbe9272991af83618edff09_c02181,a085b46b1bbe9272991af83618edff09_c02182,a085b46b1bbe9272991af83618edff09_c02183,a085b46b1bbe9272991af83618edff09_c02184,a085b46b1bbe9272991af83618edff09_c02185,a085b46b1bbe9272991af83618edff09_c02188",Dark-Eyed Junco
session_00365,a085b46b1bbe9272991af83618edff09,"a085b46b1bbe9272991af83618edff09_c02170,a085b46b1bbe9272991af83618edff09_c02171,a085b46b1bbe9272991af83618edff09_c02180",Dark-Eyed Junco
session_00366,a085b46b1bbe9272991af83618edff09,"a085b46b1bbe9272991af83618edff09_c02178,a085b46b1bbe9272991af83618edff09_c02179",Dark-Eyed Junco
session_00367,a085b46b1bbe9272991af83618edff09,a085b46b1bbe9272991af83618edff09_c02186,Dark-Eyed Junco
session_00368,a085b46b1bbe9272991af83618edff09,"a085b46b1bbe9272991af83618edff09_c02174,a085b46b1bbe9272991af83618edff09_c02175,a085b46b1bbe9272991af83618edff09_c02176,a085b46b1bbe9272991af83618edff09_c02177",Dark-Eyed Junco
session_00369,a085b46b1bbe9272991af83618edff09,"a085b46b1bbe9272991af83618edff09_c02187,a085b46b1bbe9272991af83618edff09_c02189",Dark-Eyed Junco
session_00370,a3d662f7374314b9a33b27fc502b2dd6,a3d662f7374314b9a33b27fc502b2dd6_c02190,Black-Capped Chickadee
session_00371,a42573d02540b896448d891aa732134d,"a42573d02540b896448d891aa732134d_c02191,a42573d02540b896448d891aa732134d_c02192,a42573d02540b896448d891aa732134d_c02193,a42573d02540b896448d891aa732134d_c02194,a42573d02540b896448d891aa732134d_c02196,a42573d02540b896448d891aa732134d_c02197,a42573d02540b896448d891aa732134d_c02198,a42573d02540b896448d891aa732134d_c02199,a42573d02540b896448d891aa732134d_c02204,a42573d02540b896448d891aa732134d_c02206,a42573d02540b896448d891aa732134d_c02207,a42573d02540b896448d891aa732134d_c02208,a42573d02540b896448d891aa732134d_c02209,a42573d02540b896448d891aa732134d_c02210,a42573d02540b896448d891aa732134d_c02211,a42573d02540b896448d891aa732134d_c02212,a42573d02540b896448d891aa732134d_c02213,a42573d02540b896448d891aa732134d_c02214,a42573d02540b896448d891aa732134d_c02215,a42573d02540b896448d891aa732134d_c02216,a42573d02540b896448d891aa732134d_c02217,a42573d02540b896448d891aa732134d_c02218",Dark-Eyed Junco
session_00372,a42573d02540b896448d891aa732134d,"a42573d02540b896448d891aa732134d_c02200,a42573d02540b896448d891aa732134d_c02201",Dark-Eyed Junco
session_00373,a42573d02540b896448d891aa732134d,"a42573d02540b896448d891aa732134d_c02195,a42573d02540b896448d891aa732134d_c02202,a42573d02540b896448d891aa732134d_c02203,a42573d02540b896448d891aa732134d_c02205",Dark-Eyed Junco
session_00374,a5b50e28ae82df3d69b0e20d51d74eaa,"a5b50e28ae82df3d69b0e20d51d74eaa_c02221,a5b50e28ae82df3d69b0e20d51d74eaa_c02225,a5b50e28ae82df3d69b0e20d51d74eaa_c02228,a5b50e28ae82df3d69b0e20d51d74eaa_c02230,a5b50e28ae82df3d69b0e20d51d74eaa_c02234,a5b50e28ae82df3d69b0e20d51d74eaa_c02235,a5b50e28ae82df3d69b0e20d51d74eaa_c02236,a5b50e28ae82df3d69b0e20d51d74eaa_c02237,a5b50e28ae82df3d69b0e20d51d74eaa_c02238,a5b50e28ae82df3d69b0e20d51d74eaa_c02239,a5b50e28ae82df3d69b0e20d51d74eaa_c02240,a5b50e28ae82df3d69b0e20d51d74eaa_c02241,a5b50e28ae82df3d69b0e20d51d74eaa_c02242,a5b50e28ae82df3d69b0e20d51d74eaa_c02244,a5b50e28ae82df3d69b0e20d51d74eaa_c02246,a5b50e28ae82df3d69b0e20d51d74eaa_c02247,a5b50e28ae82df3d69b0e20d51d74eaa_c02248",Black-Capped Chickadee
session_00375,a5b50e28ae82df3d69b0e20d51d74eaa,"a5b50e28ae82df3d69b0e20d51d74eaa_c02219,a5b50e28ae82df3d69b0e20d51d74eaa_c02220,a5b50e28ae82df3d69b0e20d51d74eaa_c02222,a5b50e28ae82df3d69b0e20d51d74eaa_c02226,a5b50e28ae82df3d69b0e20d51d74eaa_c02227,a5b50e28ae82df3d69b0e20d51d74eaa_c02229,a5b50e28ae82df3d69b0e20d51d74eaa_c02231,a5b50e28ae82df3d69b0e20d51d74eaa_c02232,a5b50e28ae82df3d69b0e20d51d74eaa_c02233,a5b50e28ae82df3d69b0e20d51d74eaa_c02243,a5b50e28ae82df3d69b0e20d51d74eaa_c02245,a5b50e28ae82df3d69b0e20d51d74eaa_c02249,a5b50e28ae82df3d69b0e20d51d74eaa_c02250",Black-Capped Chickadee
session_00376,a5b50e28ae82df3d69b0e20d51d74eaa,a5b50e28ae82df3d69b0e20d51d74eaa_c02223,Black-Capped Chickadee
session_00377,a5b50e28ae82df3d69b0e20d51d74eaa,a5b50e28ae82df3d69b0e20d51d74eaa_c02224,Black-Capped Chickadee
session_00378,a82f5b57222aa0ff116d17c61291faf2,"a82f5b57222aa0ff116d17c61291faf2_c02254,a82f5b57222aa0ff116d17c61291faf2_c02255,a82f5b57222aa0ff116d17c61291faf2_c02256,a82f5b57222aa0ff116d17c61291faf2_c02257,a82f5b57222aa0ff116d17c61291faf2_c02258,a82f5b57222aa0ff116d17c61291faf2_c02259",Dark-Eyed Junco
